User_ID,Username,Total_Comments,Total_Likes,Channels,Comment_Count_Per_Channel,Likes_Per_Channel
UC2bJoKF_JkPfYbX7jQKWDJA,@tuktuk5575,41,113,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:36,Bangladesh:5|India:0|Pakistan:108
UCgiFiudXbeSGFINj1h8GCVw,@sohineesarkar365,4,112,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:2,Bangladesh:33|India:0|Pakistan:79
UC697Jo228I8FtJNhRkkcRfw,@nycentertainment9416,11,112,"Bangladesh,India,Pakistan",Bangladesh:5|India:1|Pakistan:5,Bangladesh:106|India:1|Pakistan:5
UCaLkGsHgcIitRLqmjPpu32w,@monbhulani5461,57,110,"Bangladesh,India,Pakistan",Bangladesh:39|India:10|Pakistan:8,Bangladesh:103|India:4|Pakistan:3
UCU5d9fd2iBwrkHDASRJQRdw,@sheikhramimislamdip,71,110,"Bangladesh,India,Pakistan",Bangladesh:64|India:4|Pakistan:3,Bangladesh:108|India:2|Pakistan:0
UCJN5j7L0mHq8rR9SqdkroqA,@jahidhasanshanto5579,24,110,"Bangladesh,India,Pakistan",Bangladesh:20|India:1|Pakistan:3,Bangladesh:108|India:0|Pakistan:2
UC2NS2G0SRuERdIQIaKgPJpw,@SwarnavaGhosh,12,109,"Bangladesh,India,Pakistan",Bangladesh:2|India:3|Pakistan:7,Bangladesh:0|India:7|Pakistan:102
UCJ7YK_BZ7HCdaa8RpTG9isw,@jayed6986,19,109,"Bangladesh,India,Pakistan",Bangladesh:4|India:4|Pakistan:11,Bangladesh:5|India:91|Pakistan:13
UCqlInom_zO4lazSE1BEP3Tg,@sumithardcore,8,109,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:5,Bangladesh:6|India:0|Pakistan:103
UCTOr42dLDyxg-moni8Rybkg,@ankurdas4889,13,108,"Bangladesh,India,Pakistan",Bangladesh:6|India:5|Pakistan:2,Bangladesh:106|India:2|Pakistan:0
UC7MtHmtY7PqvhHRu205xPww,@mrflavour7877,12,108,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:9,Bangladesh:1|India:0|Pakistan:107
UCnrfxFTRM8GjqgEplfsj7Sw,@rehnumajahan465,4,107,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:1,Bangladesh:48|India:58|Pakistan:1
UC5kJdNOqgoV9nzm6D3XMmcA,@koushikipal8776,10,107,"Bangladesh,India,Pakistan",Bangladesh:2|India:4|Pakistan:4,Bangladesh:4|India:4|Pakistan:99
UCqGmEaR9tNjGuiuGWsNeq7A,@HanifArif,8,107,"Bangladesh,India,Pakistan",Bangladesh:2|India:3|Pakistan:3,Bangladesh:3|India:100|Pakistan:4
UC2PY8IQxQWqGZgxlrDZw0NQ,@abidfarooqui4899,12,106,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:10,Bangladesh:0|India:4|Pakistan:102
UCnyAbo-WrMW15wxv7crSjLA,@sharafsuhayl4439,13,106,"Bangladesh,India,Pakistan",Bangladesh:8|India:2|Pakistan:3,Bangladesh:35|India:0|Pakistan:71
UCKE8qT6TIq8hHdjwnLai_-w,@HafizSardar001,23,106,"Bangladesh,India,Pakistan",Bangladesh:12|India:1|Pakistan:10,Bangladesh:88|India:0|Pakistan:18
UCyObrtYL2odYfGl_3-Z5VdQ,@ShohagBiswas,41,105,"Bangladesh,India,Pakistan",Bangladesh:14|India:20|Pakistan:7,Bangladesh:20|India:47|Pakistan:38
UCKSIAe5NcVlIHptQ1sTVEfg,@MirzaKhaled,18,105,"Bangladesh,India,Pakistan",Bangladesh:5|India:6|Pakistan:7,Bangladesh:1|India:4|Pakistan:100
UCFs8nol19DiVokqLxz6QBYw,@mohammadnazmulhasan7490,7,105,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:4,Bangladesh:1|India:11|Pakistan:93
UC0uikm3cdVxngu0kScecgcQ,@chandrimamukherjeesen2901,3,105,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:1,Bangladesh:1|India:0|Pakistan:104
UCvQWZrSkvFbqYJgtpvucNyg,@Asmaankhan77,5,104,"Bangladesh,India,Pakistan",Bangladesh:1|India:3|Pakistan:1,Bangladesh:103|India:1|Pakistan:0
UC66w2XMl9nlOeU6z9IUmj6A,@Sinthiaanisha,3,104,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:1,Bangladesh:103|India:0|Pakistan:1
UCSNeh9xkQxE_NfZjqxv97_Q,@Noida575,5,104,"Bangladesh,India,Pakistan",Bangladesh:2|India:2|Pakistan:1,Bangladesh:102|India:1|Pakistan:1
UCYxPPSm4escZc85-eUJ0Rcw,@Nolo264,9,102,"Bangladesh,India,Pakistan",Bangladesh:3|India:4|Pakistan:2,Bangladesh:18|India:7|Pakistan:77
UCA_37sM6IWgZEsR2LIUa1qA,@Evan-xc2zk,15,102,"Bangladesh,India,Pakistan",Bangladesh:11|India:2|Pakistan:2,Bangladesh:2|India:100|Pakistan:0
UCHeKWkKIMmVnjD4d6RuInaw,@suxess80,15,102,"Bangladesh,India,Pakistan",Bangladesh:1|India:6|Pakistan:8,Bangladesh:2|India:93|Pakistan:7
UCSvppKzThbhzVrQI3t44L2A,@sandhiganguly3994,9,102,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:4,Bangladesh:1|India:0|Pakistan:101
UCJTANMAnAErlSl81UyGX-HQ,@Mithai955,10,101,"Bangladesh,India,Pakistan",Bangladesh:3|India:3|Pakistan:4,Bangladesh:0|India:1|Pakistan:100
UCxEW0nfy_3Yl0GDj_sr3fGA,@shaan4598,16,100,"Bangladesh,India,Pakistan",Bangladesh:13|India:1|Pakistan:2,Bangladesh:10|India:89|Pakistan:1
UCGmqMWa1SYmqBvIzcD7UfZA,@vishalbasu4628,7,99,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:3,Bangladesh:96|India:0|Pakistan:3
UCnOYQwwrrIms3E5Q7uZbNlg,@towhidulalam3990,15,99,"Bangladesh,India,Pakistan",Bangladesh:4|India:2|Pakistan:9,Bangladesh:4|India:37|Pakistan:58
UCKt41FePjXChzzezj_CllZA,@rn32109,22,98,"Bangladesh,India,Pakistan",Bangladesh:3|India:18|Pakistan:1,Bangladesh:0|India:83|Pakistan:15
UCBn208oA9n3oyPNo5U0rEEg,@arafatkhanrafi95,5,98,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:2,Bangladesh:95|India:3|Pakistan:0
UCeG05ax9AjipIiZC0HSIAxw,@tuhinasarkar9957,19,96,"Bangladesh,India,Pakistan",Bangladesh:1|India:11|Pakistan:7,Bangladesh:0|India:91|Pakistan:5
UCGaROdzde98Z9_WTh1aZseg,@daniyaaaaal,7,96,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:5,Bangladesh:1|India:94|Pakistan:1
UCMXW-P7leSVPWlYNkWL_QZA,@SuperMsi,4,96,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:2,Bangladesh:0|India:95|Pakistan:1
UC1lmOH1dEsYZ1H1c_dOUHtA,@TarequlIslamMizan,8,95,"Bangladesh,India,Pakistan",Bangladesh:5|India:1|Pakistan:2,Bangladesh:93|India:0|Pakistan:2
UCPtzToTgMto_fNeCC6xLu3A,@Shahriar_A.,7,95,"Bangladesh,India,Pakistan",Bangladesh:5|India:1|Pakistan:1,Bangladesh:91|India:0|Pakistan:4
UCVBGav59hGZw50F48ayE3dw,@usmanqamar3335,7,94,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:4,Bangladesh:93|India:0|Pakistan:1
UCV6OH7E-FjSweq37PcXWmzA,@konok60,17,94,"Bangladesh,India,Pakistan",Bangladesh:10|India:3|Pakistan:4,Bangladesh:15|India:1|Pakistan:78
UCY4JaGC3O6yL_GnUeMab6lw,@ar34567,5,93,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:2,Bangladesh:13|India:2|Pakistan:78
UCgVHlcATEoOLtpjYRhV8AXg,@carmanstudio6367,17,93,"Bangladesh,India,Pakistan",Bangladesh:13|India:2|Pakistan:2,Bangladesh:8|India:2|Pakistan:83
UCYEs85YRVCY7VbBpIQ9gPGA,@qayyummalik5329,30,92,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:28,Bangladesh:42|India:1|Pakistan:49
UCmJnj_Wv0aou4_3zCdOJZew,@gomezrahul2011,13,92,"Bangladesh,India,Pakistan",Bangladesh:2|India:3|Pakistan:8,Bangladesh:0|India:8|Pakistan:84
UCwK3Xq5Dq5qVR-RpIjpuYkA,@maazahmed6247,7,92,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:5,Bangladesh:35|India:46|Pakistan:11
UCZrn68Q-SE4ZUMv2BMix2Dw,@UniversalWiz69,22,92,"Bangladesh,India,Pakistan",Bangladesh:20|India:1|Pakistan:1,Bangladesh:38|India:54|Pakistan:0
UCgthD2M-kDKWQ2UMczqbTHA,@Trybikash,15,91,"Bangladesh,India,Pakistan",Bangladesh:2|India:5|Pakistan:8,Bangladesh:70|India:7|Pakistan:14
UCafrF4787DO-vQD3M25v6Aw,@DPalsVlog,6,90,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:3,Bangladesh:2|India:37|Pakistan:51
UCmSXVjzj5Ty7jJCf6ZVIWJw,@tekkboss8964,3,88,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:1,Bangladesh:61|India:0|Pakistan:27
UC8Ug3KZ-DTmVO3DxWsjTsdw,@FunFusion4u,26,87,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:24,Bangladesh:1|India:0|Pakistan:86
UCBJnWjY2sZu_4cDTsDyp9wQ,@snkmusic2day,6,87,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:2,Bangladesh:86|India:0|Pakistan:1
UCAOxIjgJIr2YNl7Dtnf0RXg,@SheikhFaisalAbul,39,87,"Bangladesh,India,Pakistan",Bangladesh:10|India:1|Pakistan:28,Bangladesh:24|India:0|Pakistan:63
UC0Uw0PcxmGFwr12lQGZ-SBQ,@averagestudent5223,25,87,"Bangladesh,India,Pakistan",Bangladesh:5|India:2|Pakistan:18,Bangladesh:22|India:0|Pakistan:65
UC7TpjlS1oZI_sZSOEEoJtag,@usamaabrar5647,4,86,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:1,Bangladesh:85|India:1|Pakistan:0
UCaptPyG7gwRoRQxZbIH-HgQ,@senguptashouvik,13,86,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:10,Bangladesh:0|India:3|Pakistan:83
UCbXy6MaWiBOqhrpeP_ILSdw,@MdMohsin-lv1tz,9,86,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:7,Bangladesh:1|India:0|Pakistan:85
UCwuS6wcMVdPPZJxgle3H6XQ,@FuRyHate,10,86,"Bangladesh,India,Pakistan",Bangladesh:4|India:2|Pakistan:4,Bangladesh:0|India:1|Pakistan:85
UCyeHDhx4fZzzZ2j73gFQn0w,@avishekbaruajoy5807,5,86,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:1,Bangladesh:16|India:1|Pakistan:69
UCacJMNlL6WGvw6lW1d8PJ3g,@UmerFarooq-x2p,32,85,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:28,Bangladesh:32|India:0|Pakistan:53
UCkSLwBcWEUkkbsdd0JrDfMA,@MirzaShanthu,15,85,"Bangladesh,India,Pakistan",Bangladesh:10|India:1|Pakistan:4,Bangladesh:6|India:76|Pakistan:3
UCHYHYdoGoP0lLlq7laET7bQ,@MeghadityaRoyChaudhury,9,85,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:6,Bangladesh:70|India:0|Pakistan:15
UCaPpYFferTyMxvumEL5_SOQ,@Anandkumar-bo6mu,6,85,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:4,Bangladesh:0|India:0|Pakistan:85
UCatZnji6K3YuD86bf2_1ylQ,@stargazing2207,24,84,"Bangladesh,India,Pakistan",Bangladesh:2|India:16|Pakistan:6,Bangladesh:2|India:80|Pakistan:2
UCQaBJT0ehR6ptIvJe0E65qQ,@mirshermohammedtalpur8434,25,84,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:21,Bangladesh:54|India:1|Pakistan:29
UC8rqyezusILzB9Gz21XGNYg,@soumyadippanda4920,7,84,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:2,Bangladesh:75|India:8|Pakistan:1
UC4mlya6w5MXSpA3Lc8Ax1vA,@sakibkhan_15,7,84,"Bangladesh,India,Pakistan",Bangladesh:5|India:1|Pakistan:1,Bangladesh:75|India:3|Pakistan:6
UCMzP6frxvqyzd7jomqFAaYA,@akashscreatives7173,8,84,"Bangladesh,India,Pakistan",Bangladesh:6|India:1|Pakistan:1,Bangladesh:10|India:29|Pakistan:45
UCpI_voMI9yExA_bdApipyHw,@guy_from_southpark,6,83,"Bangladesh,India,Pakistan",Bangladesh:1|India:4|Pakistan:1,Bangladesh:78|India:2|Pakistan:3
UCQuHZoyEQOE69V4Qf8-7o2w,@TabassumTani-m4q,3,83,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:1,Bangladesh:0|India:2|Pakistan:81
UCz0AEk0TPzKyhaYtVd5yhkQ,@smsibasish,9,82,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:6,Bangladesh:0|India:2|Pakistan:80
UCmTxEz3aUQlLbe3X2-awEtA,@Amitspro,4,82,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:2,Bangladesh:66|India:1|Pakistan:15
UCYzqKYc0SEK0bcIColpFDzA,@newsjunkieish,18,82,"Bangladesh,India,Pakistan",Bangladesh:4|India:12|Pakistan:2,Bangladesh:16|India:57|Pakistan:9
UC4VnACEoy_-oy7gyraChwbg,@mehediarbi7070,39,82,"Bangladesh,India,Pakistan",Bangladesh:33|India:3|Pakistan:3,Bangladesh:61|India:10|Pakistan:11
UCO8tiZmeXe5b4_Ta-i4erNw,@শুভবাঙালি,11,81,"Bangladesh,India,Pakistan",Bangladesh:6|India:2|Pakistan:3,Bangladesh:1|India:0|Pakistan:80
UCZrjJ1NZ9pjva4PsquYnhxA,@moonraha-l9v,15,81,"Bangladesh,India,Pakistan",Bangladesh:12|India:2|Pakistan:1,Bangladesh:78|India:2|Pakistan:1
UCJAZlOrQ9WDV0rJhiEyEMHw,@jammy2003,5,81,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:1,Bangladesh:11|India:5|Pakistan:65
UCzNanQxOquj9i7ThEf58Bsw,@mr.potatoes6433,14,81,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:12,Bangladesh:1|India:0|Pakistan:80
UCKUJCw-D_Tg9Wgd0K6ZJb8A,@atiqulhaque2319,15,80,"Bangladesh,India,Pakistan",Bangladesh:10|India:3|Pakistan:2,Bangladesh:11|India:69|Pakistan:0
UCudxPIa64U7GFVUkVhRtRqg,@TabeshKhan,13,80,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:8,Bangladesh:68|India:0|Pakistan:12
UCMjrTn9bVpksg40x14gXHiw,@hamzamaken9323,5,80,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:2,Bangladesh:0|India:80|Pakistan:0
UCglR6qXgRsOY0_iazJK2bzQ,@07katty,12,80,"Bangladesh,India,Pakistan",Bangladesh:2|India:8|Pakistan:2,Bangladesh:72|India:8|Pakistan:0
UCO5QGF0Y-JqAHruHxhAEs1A,@sahilchauhan5030,8,80,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:5,Bangladesh:14|India:6|Pakistan:60
UCQ-VCJO6SAuZQO0O9VCxk5A,@sankarmukherjee9576,14,80,"Bangladesh,India,Pakistan",Bangladesh:3|India:2|Pakistan:9,Bangladesh:0|India:4|Pakistan:76
UCunSRBwRM8ZfmUpxtyAlS6Q,@anniemux,3,80,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:1,Bangladesh:45|India:1|Pakistan:34
UCVPGWCpzcKNMv6cBzRbfWNg,@touhid0812,3,79,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:1,Bangladesh:76|India:0|Pakistan:3
UCII3_YrfXeVCLMQIiHWgMnw,@Sharmajicamerawale,33,79,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:28,Bangladesh:24|India:0|Pakistan:55
UCOKr1cnJJcJUPKnNC27cQNQ,@mdromanhossainfazlahrabby9035,9,78,"Bangladesh,India,Pakistan",Bangladesh:4|India:4|Pakistan:1,Bangladesh:1|India:77|Pakistan:0
UCAVLHQ38IG4XiukjjUWXbCQ,@getkhalidak,56,78,"Bangladesh,India,Pakistan",Bangladesh:1|India:11|Pakistan:44,Bangladesh:0|India:6|Pakistan:72
UCj3dYVKDwGb9EdDrMr4SsCA,@inz4iiiiin,14,78,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:9,Bangladesh:45|India:2|Pakistan:31
UChwEaNYKboSfo8QqIzcTK9Q,@Mahdul,20,78,"Bangladesh,India,Pakistan",Bangladesh:2|India:4|Pakistan:14,Bangladesh:1|India:3|Pakistan:74
UCqfLpJQ-W4JEz5V3Pv1dK4A,@VikiMahata,36,77,"Bangladesh,India,Pakistan",Bangladesh:3|India:10|Pakistan:23,Bangladesh:3|India:55|Pakistan:19
UCFpx3UmtXH603XkurFxQ-Jg,@syedsiam1177,16,77,"Bangladesh,India,Pakistan",Bangladesh:1|India:5|Pakistan:10,Bangladesh:0|India:3|Pakistan:74
UCxlUBCWb7ghwZj8i82inuJQ,@chaudharysamir465,23,77,"Bangladesh,India,Pakistan",Bangladesh:1|India:7|Pakistan:15,Bangladesh:0|India:9|Pakistan:68
UCa1sIv4puixFaKdard0QKUA,@shahzadmasood4511,8,77,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:5,Bangladesh:0|India:0|Pakistan:77
UCR0743UsY4oKtzFPGYt5LHg,@nisar_yasin,5,77,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:3,Bangladesh:2|India:74|Pakistan:1
UCzCxCVUwGXSDWdOpo7_fVAA,@techtamasha365,12,77,"Bangladesh,India,Pakistan",Bangladesh:6|India:1|Pakistan:5,Bangladesh:3|India:1|Pakistan:73
UCAhIi52rcduUJBSyxco-YMg,@kripss5753,5,76,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:2,Bangladesh:0|India:0|Pakistan:76
UCM6FjuQdotbV9KccXfNBOGQ,@ZakirShobuj,12,75,"Bangladesh,India,Pakistan",Bangladesh:9|India:1|Pakistan:2,Bangladesh:72|India:2|Pakistan:1
UCG8zDfBeEZ1XzjfOPAAbowA,@tstanmoysamanta,6,75,"Bangladesh,India,Pakistan",Bangladesh:1|India:4|Pakistan:1,Bangladesh:61|India:6|Pakistan:8
UCggJnymHSdi7ppleQM8kJ9w,@AsadGeo,35,75,"Bangladesh,India,Pakistan",Bangladesh:1|India:3|Pakistan:31,Bangladesh:20|India:29|Pakistan:26
UC_LPT2JKQeCH4Gm3QW26uHA,@mdashikurrahmanbd,34,75,"Bangladesh,India,Pakistan",Bangladesh:28|India:2|Pakistan:4,Bangladesh:70|India:5|Pakistan:0
UCGappUEJVsFBv36qAlxmdkg,@mdshakib2691,18,75,"Bangladesh,India,Pakistan",Bangladesh:12|India:1|Pakistan:5,Bangladesh:12|India:1|Pakistan:62
UC6wRefYWBGGEXjmzYMLErjg,@syedzaheerabbas3026,7,74,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:4,Bangladesh:74|India:0|Pakistan:0
UCK6Q4vsqjOHEIVDaAJLWiJg,@AftabAli-s3q,48,74,"Bangladesh,India,Pakistan",Bangladesh:1|India:5|Pakistan:42,Bangladesh:0|India:2|Pakistan:72
UCOA3AJCZPOVotrwLqXKnsLg,@digvijay83,9,74,"Bangladesh,India,Pakistan",Bangladesh:1|India:7|Pakistan:1,Bangladesh:0|India:74|Pakistan:0
UCtDOTXeYpwoUfuSyfyM8x0A,@paromitapaul762,10,74,"Bangladesh,India,Pakistan",Bangladesh:4|India:2|Pakistan:4,Bangladesh:1|India:2|Pakistan:71
UC-I05xgc25paJApuArEF32w,@mahadib,23,74,"Bangladesh,India,Pakistan",Bangladesh:7|India:8|Pakistan:8,Bangladesh:1|India:29|Pakistan:44
UCAGFWyMd3S5cN20nLVhZuOg,@pradeepmalik4028,23,74,"Bangladesh,India,Pakistan",Bangladesh:21|India:1|Pakistan:1,Bangladesh:74|India:0|Pakistan:0
UCAu0fsgBbnAeoFDowQDszyw,@riponsaheb7224,9,74,"Bangladesh,India,Pakistan",Bangladesh:2|India:2|Pakistan:5,Bangladesh:8|India:7|Pakistan:59
UCldF8JlOpc89m03QFZtXduA,@MrHassaanTariq,4,73,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:1,Bangladesh:46|India:27|Pakistan:0
UCmzZjQnFGR6X7mTstouW33w,@mahmudulhasanbappi5240,10,73,"Bangladesh,India,Pakistan",Bangladesh:5|India:2|Pakistan:3,Bangladesh:1|India:48|Pakistan:24
UC-0FUAQRLlkC--qljAHPpPA,@aishik5127,7,72,"Bangladesh,India,Pakistan",Bangladesh:1|India:4|Pakistan:2,Bangladesh:0|India:72|Pakistan:0
UCpkn6oJNhKGjaIAxs4a9sEg,@joydeeproni,12,72,"Bangladesh,India,Pakistan",Bangladesh:2|India:8|Pakistan:2,Bangladesh:23|India:41|Pakistan:8
UCeJxY3W0PBKlizrSDmT_M2A,@palashsahu07,8,72,"Bangladesh,India,Pakistan",Bangladesh:2|India:4|Pakistan:2,Bangladesh:0|India:66|Pakistan:6
UCWyjbTyL1CDq8glffzNxFJA,@AmigoPKOfficial,28,72,"Bangladesh,India,Pakistan",Bangladesh:5|India:2|Pakistan:21,Bangladesh:57|India:0|Pakistan:15
UCjZYGiDfhxMmnGi65GVT0vg,@uturnrturn9334,9,71,"Bangladesh,India,Pakistan",Bangladesh:1|India:6|Pakistan:2,Bangladesh:2|India:68|Pakistan:1
UCgCjFs3V--DuPlYEO3xJgkw,@MohsenBaloch,20,71,"Bangladesh,India,Pakistan",Bangladesh:5|India:10|Pakistan:5,Bangladesh:23|India:45|Pakistan:3
UCTp_NWAU-asK0FgDo1f9-6w,@HeyyyHardik,26,71,"Bangladesh,India,Pakistan",Bangladesh:2|India:2|Pakistan:22,Bangladesh:20|India:4|Pakistan:47
UC0tr_HshHexQ-_wQ7Tba88g,@bhupendrakushwaha5199,10,71,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:6,Bangladesh:60|India:5|Pakistan:6
UCRIfzBy3BF542l-pz9vFwiQ,@tahseenn5649,16,70,"Bangladesh,India,Pakistan",Bangladesh:11|India:2|Pakistan:3,Bangladesh:61|India:1|Pakistan:8
UCl0OAw1tBkCLTXsxUmq-kuA,@m1s3rys1gn4l,13,70,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:10,Bangladesh:0|India:67|Pakistan:3
UCAmaJpGPGI8Jkm8neDCV1iw,@jaformahmud,4,70,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:1,Bangladesh:1|India:0|Pakistan:69
UC1Qaq7T-Rho9SAq4Dg3slog,@Cherishedsongsbys,8,70,"Bangladesh,India,Pakistan",Bangladesh:3|India:3|Pakistan:2,Bangladesh:35|India:1|Pakistan:34
UCKqjERGCzRLo5ATuNGPyz0Q,@ankaraxsiuu,7,69,"Bangladesh,India,Pakistan",Bangladesh:5|India:1|Pakistan:1,Bangladesh:0|India:69|Pakistan:0
UCyJZlcbJ4fjGdmecLUiNyQw,@sambox4331,26,69,"Bangladesh,India,Pakistan",Bangladesh:24|India:1|Pakistan:1,Bangladesh:69|India:0|Pakistan:0
UCiVg93UhxdQb6Lxoe_z71Xw,@UllahMohd,14,69,"Bangladesh,India,Pakistan",Bangladesh:2|India:5|Pakistan:7,Bangladesh:2|India:60|Pakistan:7
UCQBGtOIgt_zaayUEx_1v97w,@sunnydas8282,14,69,"Bangladesh,India,Pakistan",Bangladesh:7|India:3|Pakistan:4,Bangladesh:10|India:7|Pakistan:52
UCrE8YgS2Jgg9zZ6xaKrtqdg,@fahadbinsakhawat3669,10,69,"Bangladesh,India,Pakistan",Bangladesh:5|India:3|Pakistan:2,Bangladesh:3|India:61|Pakistan:5
UCPQDn92Z9HcHOPYCZavdF5w,@mainakbhattacharyya8988,11,68,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:8,Bangladesh:0|India:0|Pakistan:68
UCPzRsPn8lZGaCVPXX_TE9TQ,@firojfm9933,7,68,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:5,Bangladesh:0|India:1|Pakistan:67
UCCuCMYyMIG-b63WtfNijROg,@soumentalukder5892,7,68,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:4,Bangladesh:0|India:7|Pakistan:61
UC5q1SjnY9krSI0myazIBzRQ,@mahfuzahmed3860,20,68,"Bangladesh,India,Pakistan",Bangladesh:2|India:1|Pakistan:17,Bangladesh:0|India:0|Pakistan:68
UCHB2j0k4NT2d712rcIACLwQ,@MrJekyllDrHyde1,15,67,"Bangladesh,India,Pakistan",Bangladesh:5|India:4|Pakistan:6,Bangladesh:1|India:4|Pakistan:62
UCPETTawDm7JXuedoIlgXFUw,@viveksingh-ok6il,17,67,"Bangladesh,India,Pakistan",Bangladesh:1|India:8|Pakistan:8,Bangladesh:0|India:15|Pakistan:52
UCHviufej-VFvnQuqQjBV9iQ,@NabeelJameel_Official,21,67,"Bangladesh,India,Pakistan",Bangladesh:4|India:6|Pakistan:11,Bangladesh:7|India:6|Pakistan:54
UCNBI3z2IWqwXt4-zreOkDsg,@mystic.saurav,16,67,"Bangladesh,India,Pakistan",Bangladesh:8|India:3|Pakistan:5,Bangladesh:54|India:5|Pakistan:8
UC6GJLQ_lx5sX_jQSAdtqTDQ,@Shreekhan007,9,66,"Bangladesh,India,Pakistan",Bangladesh:1|India:2|Pakistan:6,Bangladesh:3|India:0|Pakistan:63
UCfLggmz-aE7mN_1MFbcJMzg,@snehalekbote6706,12,66,"Bangladesh,India,Pakistan",Bangladesh:4|India:1|Pakistan:7,Bangladesh:48|India:0|Pakistan:18
UCp9OWauZKGlMn6bc7xTpoVg,@athulmohancopy,6,66,"Bangladesh,India,Pakistan",Bangladesh:3|India:1|Pakistan:2,Bangladesh:0|India:0|Pakistan:66
UCg06wyQM0ziCif3U742v17w,@abrarahmad6948,5,66,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:3,Bangladesh:0|India:64|Pakistan:2
UCuq7nZPA7Ums9Fs-JQlpOhQ,@Zee_news_Events,11,66,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:9,Bangladesh:2|India:37|Pakistan:27
UCKwcDodsHHgwhIRkAsB6hIA,@aviverma5531,15,65,"Bangladesh,India,Pakistan",Bangladesh:1|India:7|Pakistan:7,Bangladesh:1|India:9|Pakistan:55
UCccHOL8kF9LQuhVlaSxfkZQ,@jatinsahoo458,13,65,"Bangladesh,India,Pakistan",Bangladesh:1|India:9|Pakistan:3,Bangladesh:5|India:10|Pakistan:50
UCr5NxCaBw0jgAAzl-SLGN2A,@hasibulhayat,10,65,"Bangladesh,India,Pakistan",Bangladesh:1|India:1|Pakistan:8,Bangladesh:0|India:0|Pakistan:65
